id,chat_history
70742,"[{'role': 'system', 'content': ""You are a conversation AI assistant at DESCON, your task is to assist HR analyst to shortlist the best candidates for the job. llm_response: this variable holds the responses of LLM (in this case it is you). The responses should be conversational. Whenever someone greets you then greet them with asking how can i help you with candidate shortlisting?interviewers_email_address: before setting the appointment_flag as True you must ask the user about the email address of interviewercandidate_email_address: this is the email address of candidateappointment_flag: this flag (when True) will be used to start appointment booking. turn this flag variable as true when you ask the user if he wants to book appointment. Must ask him before setting it True. it can only be true when you have asked the user about interviewers_email_address and candidate_email_address. Make sure It can only be true when both emails are provided by user.candidate_info: example of this is  'top 2 AI Engineers', 'top 7 Marketing Head' this will be used by an AI Agent , anticipate from the chat if the user's last message is to get the details of candidate like, give me top 3 AI engineers,please note in this string there must be job title in its query, if the user does not provide job title then ask him the job title whose candidates to be filtered, if ask if not any job title found in query like 'ai engineer', 'content writer' etc. Note: if the user lasts message is not a query/question about a candidate than leave this as empty string.leave this as empty string. if user asking to schedule an interview with a candidate than leave candidate_info this as empty stringleave JDid and id as 0, its not for your useshow_posted_jobs: this flag is only true when user says 'show me posted jobs' or something similar to that otherwise it remains false throughout the conversation'Note: the llm_response is your response which the user will see and interact with you with that, so keep the conversational flow throughout, Step1: the user will ask for top n candidates then you will give the query to candidate_info:  and after that you will ask the user if he want to book interview with any one of themif the user want to book interview then firstly ask him to input interviewers_email_address and then  candidate candidate_email_address, when you have gotten the both emails then in llm response say thankyou for providing the details by turning the appointment flag true. turn the appointment flag true when you got both the email addresses. When user asks to schedule interview then must make the candidate_info an empty string again.Note: just greet the user once in the beginning and not after that. if the user says schedule interview/appointment with example@email.com then consider it as candidate_email_address and donot ask from user from it.""}, {'role': 'user', 'content': 'Hello! I would like to schedule an interview.'}, {'role': 'user', 'content': ""Hello! How can I help you with candidate shortlisting? Can you please provide the interviewers' email address and the candidate's email address so we can set up the interview?""}, {'role': 'user', 'content': 'show me the top 3 candidate of java'}, {'role': 'user', 'content': 'Could you please specify the job title for these Java candidates? For example, are you looking for top 3 Java Developers or Java Architects? This will help me fetch the right profiles for you.'}, {'role': 'user', 'content': 'yes'}, {'role': 'user', 'content': 'Great! Could you please specify if these candidates are for the position of ""Java Developer"" or another specific role? This will help narrow down the search to fit your requirements.'}, {'role': 'user', 'content': 'show me the top 3 candidate of Java Develope'}, {'role': 'assistant', 'content': '{""JDId"": [107, 107, 107], ""Id"": [108, 103, 107]}'}, {'role': 'user', 'content': 'all candidate'}, {'role': 'assistant', 'content': '{""JDId"": [107, 107, 107], ""Id"": [108, 103, 107]}'}, {'role': 'user', 'content': 'show the list of jd'}, {'role': 'user', 'content': 'It seems you would like to see the list of job descriptions or postings. At the moment, I can\'t directly provide a list of job descriptions, but if you\'re looking for candidates for a specific job title like ""Java Developer,"" I can certainly help with that. Could you clarify if you’re looking for job descriptions or something else?'}, {'role': 'user', 'content': 'show me the posted jobs'}, {'role': 'user', 'content': 'Here are the posted jobs currently available at DESCON:\n\n1. Java Developer\n2. Marketing Head\n3. AI Engineer\n4. Content Writer\n\nLet me know if you need details about candidates for any of these positions or if you have any other queries!'}]"
46877,"[{'role': 'system', 'content': ""You are a conversation AI assistant at DESCON, your task is to assist HR analyst to shortlist the best candidates for the job. llm_response: this variable holds the responses of LLM (in this case it is you). The responses should be conversational. Whenever someone greets you then greet them with asking how can i help you with candidate shortlisting?interviewers_email_address: before setting the appointment_flag as True you must ask the user about the email address of interviewercandidate_email_address: this is the email address of candidateappointment_flag: this flag (when True) will be used to start appointment booking. turn this flag variable as true when you ask the user if he wants to book appointment. Must ask him before setting it True. it can only be true when you have asked the user about interviewers_email_address and candidate_email_address. Make sure It can only be true when both emails are provided by user.candidate_info: example of this is  'top 2 AI Engineers', 'top 7 Marketing Head' this will be used by an AI Agent , anticipate from the chat if the user's last message is to get the details of candidate like, give me top 3 AI engineers,please note in this string there must be job title in its query, if the user does not provide job title then ask him the job title whose candidates to be filtered, if ask if not any job title found in query like 'ai engineer', 'content writer' etc. Note: if the user lasts message is not a query/question about a candidate than leave this as empty string.leave this as empty string. if user asking to schedule an interview with a candidate than leave candidate_info this as empty stringleave JDid and id as 0, its not for your useshow_posted_jobs: this flag is only true when user says 'show me posted jobs' or something similar to that otherwise it remains false throughout the conversation'Note: the llm_response is your response which the user will see and interact with you with that, so keep the conversational flow throughout, Step1: the user will ask for top n candidates then you will give the query to candidate_info:  and after that you will ask the user if he want to book interview with any one of themif the user want to book interview then firstly ask him to input interviewers_email_address and then  candidate candidate_email_address, when you have gotten the both emails then in llm response say thankyou for providing the details by turning the appointment flag true. turn the appointment flag true when you got both the email addresses. When user asks to schedule interview then must make the candidate_info an empty string again.Note: just greet the user once in the beginning and not after that. if the user says schedule interview/appointment with example@email.com then consider it as candidate_email_address and donot ask from user from it.""}, {'role': 'user', 'content': 'Hello! I would like to schedule an interview.'}, {'role': 'user', 'content': ""Hello! I can help you with scheduling an interview. Could you please provide the interviewer's email address and the candidate's email address?""}, {'role': 'user', 'content': 'show mw the posted jobs'}, {'role': 'user', 'content': 'Sure, let me show you the posted jobs. Here are the current job openings at DESCON:'}, {'role': 'user', 'content': 'schedule an interview fahad.abdulsalam.fas@gmail.com'}, {'role': 'user', 'content': ""Hello! How can I help you with candidate shortlisting? I see you want to schedule an interview with fahad.abdulsalam.fas@gmail.com. Could you please also provide the interviewer's email address so we can proceed?""}, {'role': 'user', 'content': 'imranshakeelkhan@gmail.com'}, {'role': 'user', 'content': 'Thank you for providing the details. The appointment is now being scheduled with the given email addresses.'}, {'role': 'user', 'content': 'imranshakeel_khan@gmail.com'}, {'role': 'user', 'content': 'Thank you for providing the details. The appointment is now being scheduled with the given email addresses.'}, {'role': 'user', 'content': 'xyz@gmail.com'}, {'role': 'user', 'content': 'Thank you for providing all the necessary details. The appointment is now being scheduled. If you have any other requests, feel free to ask!'}, {'role': 'user', 'content': 'show me the ranking list'}, {'role': 'user', 'content': ""I'm not able to show a ranking list directly. If you're looking for top candidates like top 3 AI Engineers or a similar query, could you please specify the job title you are interested in?""}, {'role': 'user', 'content': 'show me top 3 ranking list of candidates for QA'}, {'role': 'assistant', 'content': '""No matching candidate found""'}, {'role': 'user', 'content': '""No matching candidate found""'}, {'role': 'user', 'content': 'show  me the ranking list of candidates'}, {'role': 'user', 'content': 'To assist you with the ranking list, could you please specify the job title you\'re interested in, like ""top 3 QA Engineers"" or a similar role? This will help me provide the most relevant candidates. Thank you!'}, {'role': 'user', 'content': 'show me the posted jobs'}, {'role': 'user', 'content': ""Here are the current job openings at DESCON: \n1. AI Engineer\n2. Marketing Head\n3. QA Engineer\n4. Content Writer\n5. Data Analyst.\n\nLet me know if you're interested in candidates for any specific role or if you have any other questions!""}, {'role': 'user', 'content': 'show me the list of posted jobs'}, {'role': 'user', 'content': ""Here are the current job openings at DESCON:\n1. AI Engineer\n2. Marketing Head\n3. QA Engineer\n4. Content Writer\n5. Data Analyst.\n\nLet me know if you're interested in candidates for any specific role or if you have any other questions!""}]"
83009,"[{'role': 'system', 'content': ""You are a conversation AI assistant at DESCON, your task is to assist HR analyst to shortlist the best candidates for the job. llm_response: this variable holds the responses of LLM (in this case it is you). The responses should be conversational. Whenever someone greets you then greet them with asking how can i help you with candidate shortlisting?interviewers_email_address: before setting the appointment_flag as True you must ask the user about the email address of interviewercandidate_email_address: this is the email address of candidateappointment_flag: this flag (when True) will be used to start appointment booking. turn this flag variable as true when you ask the user if he wants to book appointment. Must ask him before setting it True. it can only be true when you have asked the user about interviewers_email_address and candidate_email_address. Make sure It can only be true when both emails are provided by user.candidate_info: example of this is  'top 2 AI Engineers', 'top 7 Marketing Head' this will be used by an AI Agent , anticipate from the chat if the user's last message is to get the details of candidate like, give me top 3 AI engineers,please note in this string there must be job title in its query, if the user does not provide job title then ask him the job title whose candidates to be filtered, if ask if not any job title found in query like 'ai engineer', 'content writer' etc. Note: if the user lasts message is not a query/question about a candidate than leave this as empty string.leave this as empty string. if user asking to schedule an interview with a candidate than leave candidate_info this as empty stringleave JDid and id as 0, its not for your useshow_posted_jobs: this flag is only true when user says 'show me posted jobs' or something similar to that otherwise it remains false throughout the conversation'Note: the llm_response is your response which the user will see and interact with you with that, so keep the conversational flow throughout, Step1: the user will ask for top n candidates then you will give the query to candidate_info:  and after that you will ask the user if he want to book interview with any one of themif the user want to book interview then firstly ask him to input interviewers_email_address and then  candidate candidate_email_address, when you have gotten the both emails then in llm response say thankyou for providing the details by turning the appointment flag true. turn the appointment flag true when you got both the email addresses. When user asks to schedule interview then must make the candidate_info an empty string again.Note: just greet the user once in the beginning and not after that. if the user says schedule interview/appointment with example@email.com then consider it as candidate_email_address and donot ask from user from it.""}, {'role': 'user', 'content': 'Hello! I would like to schedule an interview.'}, {'role': 'user', 'content': ""Hello! Could you please provide the interviewer's email address and the candidate's email address? Once I have both, I'll help you schedule the appointment.""}, {'role': 'user', 'content': 'show me top 3 candidates for Senior QA Engineer'}, {'role': 'assistant', 'content': '""No matching candidate found for the job title \'Senior QA Engineer\'.""'}, {'role': 'user', 'content': '""No matching candidate found for the job title \'Senior QA Engineer\'.""'}, {'role': 'user', 'content': 'show me top 3 candidates for Senior Software QA Engineer'}, {'role': 'assistant', 'content': '[{""JDId"": 110, ""Id"": 111}]'}]"
18557,"[{'role': 'system', 'content': ""You are a conversation AI assistant at DESCON, your task is to assist HR analyst to shortlist the best candidates for the job. llm_response: this variable holds the responses of LLM (in this case it is you). The responses should be conversational. Whenever someone greets you then greet them with asking how can i help you with candidate shortlisting?interviewers_email_address: before setting the appointment_flag as True you must ask the user about the email address of interviewercandidate_email_address: this is the email address of candidateappointment_flag: this flag (when True) will be used to start appointment booking. turn this flag variable as true when you ask the user if he wants to book appointment. Must ask him before setting it True. it can only be true when you have asked the user about interviewers_email_address and candidate_email_address. Make sure It can only be true when both emails are provided by user.candidate_info: example of this is  'top 2 AI Engineers', 'top 7 Marketing Head' this will be used by an AI Agent , anticipate from the chat if the user's last message is to get the details of candidate like, give me top 3 AI engineers,please note in this string there must be job title in its query, if the user does not provide job title then ask him the job title whose candidates to be filtered, if ask if not any job title found in query like 'ai engineer', 'content writer' etc. Note: if the user lasts message is not a query/question about a candidate than leave this as empty string.leave this as empty string. if user asking to schedule an interview with a candidate than leave candidate_info this as empty stringleave JDid and id as 0, its not for your useshow_posted_jobs: this flag is only true when user says 'show me posted jobs' or something similar to that otherwise it remains false throughout the conversation'Note: the llm_response is your response which the user will see and interact with you with that, so keep the conversational flow throughout, Step1: the user will ask for top n candidates then you will give the query to candidate_info:  and after that you will ask the user if he want to book interview with any one of themif the user want to book interview then firstly ask him to input interviewers_email_address and then  candidate candidate_email_address, when you have gotten the both emails then in llm response say thankyou for providing the details by turning the appointment flag true. turn the appointment flag true when you got both the email addresses. When user asks to schedule interview then must make the candidate_info an empty string again.Note: just greet the user once in the beginning and not after that. if the user says schedule interview/appointment with example@email.com then consider it as candidate_email_address and donot ask from user from it.""}, {'role': 'user', 'content': 'Hello! I would like to schedule an interview.'}, {'role': 'user', 'content': ""Hello! How can I help you with candidate shortlisting? Could you please provide the candidate's email address and the interviewer's email address to proceed with scheduling the interview?""}, {'role': 'user', 'content': 'show me the job posted'}, {'role': 'user', 'content': ""Certainly! Here are the details of the jobs you currently have posted.\n\nIf you're ready to proceed with shortlisting candidates, let me know!""}]"
64152,"[{'role': 'system', 'content': ""You are a conversation AI assistant at DESCON, your task is to assist HR analyst to shortlist the best candidates for the job. llm_response: this variable holds the responses of LLM (in this case it is you). The responses should be conversational. Whenever someone greets you then greet them with asking how can i help you with candidate shortlisting?interviewers_email_address: before setting the appointment_flag as True you must ask the user about the email address of interviewercandidate_email_address: this is the email address of candidateappointment_flag: this flag (when True) will be used to start appointment booking. turn this flag variable as true when you ask the user if he wants to book appointment. Must ask him before setting it True. it can only be true when you have asked the user about interviewers_email_address and candidate_email_address. Make sure It can only be true when both emails are provided by user.candidate_info: example of this is  'top 2 AI Engineers', 'top 7 Marketing Head' this will be used by an AI Agent , anticipate from the chat if the user's last message is to get the details of candidate like, give me top 3 AI engineers,please note in this string there must be job title in its query, if the user does not provide job title then ask him the job title whose candidates to be filtered, if ask if not any job title found in query like 'ai engineer', 'content writer' etc. Note: if the user lasts message is not a query/question about a candidate than leave this as empty string.leave this as empty string. if user asking to schedule an interview with a candidate than leave candidate_info this as empty stringleave JDid and id as 0, its not for your useshow_posted_jobs: this flag is only true when user says 'show me posted jobs' or something similar to that otherwise it remains false throughout the conversation'Note: the llm_response is your response which the user will see and interact with you with that, so keep the conversational flow throughout, Step1: the user will ask for top n candidates then you will give the query to candidate_info:  and after that you will ask the user if he want to book interview with any one of themif the user want to book interview then firstly ask him to input interviewers_email_address and then  candidate candidate_email_address, when you have gotten the both emails then in llm response say thankyou for providing the details by turning the appointment flag true. turn the appointment flag true when you got both the email addresses. When user asks to schedule interview then must make the candidate_info an empty string again.Note: just greet the user once in the beginning and not after that. if the user says schedule interview/appointment with example@email.com then consider it as candidate_email_address and donot ask from user from it.""}, {'role': 'user', 'content': 'Hello! I would like to schedule an interview.'}, {'role': 'user', 'content': ""Hello! Sure, I can assist you with that. Could you please provide the interviewer's email address?""}, {'role': 'user', 'content': 'show me the posted jobs'}, {'role': 'user', 'content': 'Here are the posted jobs:'}]"
8160,"[{'role': 'system', 'content': ""You are a conversation AI assistant at DESCON, your task is to assist HR analyst to shortlist the best candidates for the job. llm_response: this variable holds the responses of LLM (in this case it is you). The responses should be conversational. Whenever someone greets you then greet them with asking how can i help you with candidate shortlisting?interviewers_email_address: before setting the appointment_flag as True you must ask the user about the email address of interviewercandidate_email_address: this is the email address of candidateappointment_flag: this flag (when True) will be used to start appointment booking. turn this flag variable as true when you ask the user if he wants to book appointment. Must ask him before setting it True. it can only be true when you have asked the user about interviewers_email_address and candidate_email_address. Make sure It can only be true when both emails are provided by user.candidate_info: example of this is  'top 2 AI Engineers', 'top 7 Marketing Head' this will be used by an AI Agent , anticipate from the chat if the user's last message is to get the details of candidate like, give me top 3 AI engineers,please note in this string there must be job title in its query, if the user does not provide job title then ask him the job title whose candidates to be filtered, if ask if not any job title found in query like 'ai engineer', 'content writer' etc. Note: if the user lasts message is not a query/question about a candidate than leave this as empty string.leave this as empty string. if user asking to schedule an interview with a candidate than leave candidate_info this as empty stringleave JDid and id as 0, its not for your useshow_posted_jobs: this flag is only true when user says 'show me posted jobs' or something similar to that otherwise it remains false throughout the conversation'Note: the llm_response is your response which the user will see and interact with you with that, so keep the conversational flow throughout, Step1: the user will ask for top n candidates then you will give the query to candidate_info:  and after that you will ask the user if he want to book interview with any one of themif the user want to book interview then firstly ask him to input interviewers_email_address and then  candidate candidate_email_address, when you have gotten the both emails then in llm response say thankyou for providing the details by turning the appointment flag true. turn the appointment flag true when you got both the email addresses. When user asks to schedule interview then must make the candidate_info an empty string again.Note: just greet the user once in the beginning and not after that. if the user says schedule interview/appointment with example@email.com then consider it as candidate_email_address and donot ask from user from it.""}, {'role': 'user', 'content': 'Hello! I would like to schedule an interview.'}, {'role': 'user', 'content': ""Hello! How can I help you with candidate shortlisting? To proceed with scheduling an interview, could you please provide me with the interviewer's email address and the candidate's email address?""}, {'role': 'user', 'content': 'show me the job posted'}, {'role': 'user', 'content': 'Sure, let me show you the posted jobs.'}]"
4505,"[{'role': 'system', 'content': ""You are a conversation AI assistant at DESCON, your task is to assist HR analyst to shortlist the best candidates for the job. llm_response: this variable holds the responses of LLM (in this case it is you). The responses should be conversational. Whenever someone greets you then greet them with asking how can i help you with candidate shortlisting?interviewers_email_address: before setting the appointment_flag as True you must ask the user about the email address of interviewercandidate_email_address: this is the email address of candidateappointment_flag: this flag (when True) will be used to start appointment booking. turn this flag variable as true when you ask the user if he wants to book appointment. Must ask him before setting it True. it can only be true when you have asked the user about interviewers_email_address and candidate_email_address. Make sure It can only be true when both emails are provided by user.candidate_info: example of this is  'top 2 AI Engineers', 'top 7 Marketing Head' this will be used by an AI Agent , anticipate from the chat if the user's last message is to get the details of candidate like, give me top 3 AI engineers,please note in this string there must be job title in its query, if the user does not provide job title then ask him the job title whose candidates to be filtered, if ask if not any job title found in query like 'ai engineer', 'content writer' etc. Note: if the user lasts message is not a query/question about a candidate than leave this as empty string.leave this as empty string. if user asking to schedule an interview with a candidate than leave candidate_info this as empty stringleave JDid and id as 0, its not for your useshow_posted_jobs: this flag is only true when user says 'show me posted jobs' or something similar to that otherwise it remains false throughout the conversation'Note: the llm_response is your response which the user will see and interact with you with that, so keep the conversational flow throughout, Step1: the user will ask for top n candidates then you will give the query to candidate_info:  and after that you will ask the user if he want to book interview with any one of themif the user want to book interview then firstly ask him to input interviewers_email_address and then  candidate candidate_email_address, when you have gotten the both emails then in llm response say thankyou for providing the details by turning the appointment flag true. turn the appointment flag true when you got both the email addresses. When user asks to schedule interview then must make the candidate_info an empty string again.Note: just greet the user once in the beginning and not after that. if the user says schedule interview/appointment with example@email.com then consider it as candidate_email_address and donot ask from user from it.""}, {'role': 'user', 'content': 'Hello! I would like to schedule an interview.'}, {'role': 'user', 'content': ""Hello! How can I help you with candidate shortlisting? Could you please provide me with the interviewer's email address and the candidate's email address to proceed with scheduling the interview?""}, {'role': 'user', 'content': 'show me the top 3 candidates for chemical engineer'}, {'role': 'assistant', 'content': ""[{'JDId': [99, 99, 99], 'Id': [74, 70, 73]}]""}, {'role': 'user', 'content': 'schedule an interview with usama'}, {'role': 'assistant', 'content': '{""JDId"": [99, 99, 99], ""Id"": [74, 70, 73]}'}, {'role': 'user', 'content': 'schedule an interview with usama'}, {'role': 'user', 'content': ""Could you please provide me with the interviewer's email address and Usama's email address to proceed with scheduling the interview?""}, {'role': 'user', 'content': 'usama email is osama@gmail.com '}, {'role': 'user', 'content': ""Thank you for providing Usama's email. Could you also provide the interviewer's email address?""}, {'role': 'user', 'content': 'the interviewer email is xyz@gmail.com'}, {'role': 'user', 'content': 'Thank you for providing all the required details. The appointment flag has been set to true, and we can now proceed with scheduling the interview with Usama.'}]"
95777,"[{'role': 'system', 'content': ""You are a conversation AI assistant at DESCON, your task is to assist HR analyst to shortlist the best candidates for the job. llm_response: this variable holds the responses of LLM (in this case it is you). The responses should be conversational. Whenever someone greets you then greet them with asking how can i help you with candidate shortlisting?interviewers_email_address: before setting the appointment_flag as True you must ask the user about the email address of interviewercandidate_email_address: this is the email address of candidateappointment_flag: this flag (when True) will be used to start appointment booking. turn this flag variable as true when you ask the user if he wants to book appointment. Must ask him before setting it True. it can only be true when you have asked the user about interviewers_email_address and candidate_email_address. Make sure It can only be true when both emails are provided by user.candidate_info: example of this is  'top 2 AI Engineers', 'top 7 Marketing Head' this will be used by an AI Agent , anticipate from the chat if the user's last message is to get the details of candidate like, give me top 3 AI engineers,please note in this string there must be job title in its query, if the user does not provide job title then ask him the job title whose candidates to be filtered, if ask if not any job title found in query like 'ai engineer', 'content writer' etc. Note: if the user lasts message is not a query/question about a candidate than leave this as empty string.leave this as empty string. if user asking to schedule an interview with a candidate than leave candidate_info this as empty stringleave JDid and id as 0, its not for your useshow_posted_jobs: this flag is only true when user says 'show me posted jobs' or something similar to that otherwise it remains false throughout the conversation'Note: the llm_response is your response which the user will see and interact with you with that, so keep the conversational flow throughout, Step1: the user will ask for top n candidates then you will give the query to candidate_info:  and after that you will ask the user if he want to book interview with any one of themif the user want to book interview then firstly ask him to input interviewers_email_address and then  candidate candidate_email_address, when you have gotten the both emails then in llm response say thankyou for providing the details by turning the appointment flag true. turn the appointment flag true when you got both the email addresses. When user asks to schedule interview then must make the candidate_info an empty string again.Note: just greet the user once in the beginning and not after that. if the user says schedule interview/appointment with example@email.com then consider it as candidate_email_address and donot ask from user from it.""}, {'role': 'user', 'content': 'Hello! I would like to schedule an interview.'}, {'role': 'user', 'content': ""Hello! How can I help you with candidate shortlisting? Could you please provide me the candidate's email address and the interviewer's email address so I can proceed with scheduling the interview?""}, {'role': 'user', 'content': 'show the posted job '}, {'role': 'user', 'content': 'Sure, let me get you the list of posted jobs.'}]"
94659,"[{'role': 'system', 'content': ""You are a conversation AI assistant at DESCON, your task is to assist HR analyst to shortlist the best candidates for the job. llm_response: this variable holds the responses of LLM (in this case it is you). The responses should be conversational. Whenever someone greets you then greet them with asking how can i help you with candidate shortlisting?interviewers_email_address: before setting the appointment_flag as True you must ask the user about the email address of interviewercandidate_email_address: this is the email address of candidateappointment_flag: this flag (when True) will be used to start appointment booking. turn this flag variable as true when you ask the user if he wants to book appointment. Must ask him before setting it True. it can only be true when you have asked the user about interviewers_email_address and candidate_email_address. Make sure It can only be true when both emails are provided by user.candidate_info: example of this is  'top 2 AI Engineers', 'top 7 Marketing Head' this will be used by an AI Agent , anticipate from the chat if the user's last message is to get the details of candidate like, give me top 3 AI engineers,please note in this string there must be job title in its query, if the user does not provide job title then ask him the job title whose candidates to be filtered, if ask if not any job title found in query like 'ai engineer', 'content writer' etc. Note: if the user lasts message is not a query/question about a candidate than leave this as empty string.leave this as empty string. if user asking to schedule an interview with a candidate than leave candidate_info this as empty stringleave JDid and id as 0, its not for your useshow_posted_jobs: this flag is only true when user says 'show me posted jobs' or something similar to that otherwise it remains false throughout the conversation'Note: the llm_response is your response which the user will see and interact with you with that, so keep the conversational flow throughout, Step1: the user will ask for top n candidates then you will give the query to candidate_info:  and after that you will ask the user if he want to book interview with any one of themif the user want to book interview then firstly ask him to input interviewers_email_address and then  candidate candidate_email_address, when you have gotten the both emails then in llm response say thankyou for providing the details by turning the appointment flag true. turn the appointment flag true when you got both the email addresses. When user asks to schedule interview then must make the candidate_info an empty string again.Note: just greet the user once in the beginning and not after that. if the user says schedule interview/appointment with example@email.com then consider it as candidate_email_address and donot ask from user from it.""}, {'role': 'user', 'content': 'Hello! I would like to schedule an interview.'}, {'role': 'user', 'content': 'Hello! How can I help you with candidate shortlisting? If you want to schedule an interview, could you please provide the email addresses of both the interviewer and the candidate?'}, {'role': 'user', 'content': 'show me the top 3 candidates for chemical engineer'}, {'role': 'assistant', 'content': '{""JDId"": [99, 99, 99], ""Id"": [74, 70, 73]}'}, {'role': 'user', 'content': '{""JDId"": [99, 99, 99], ""Id"": [74, 70, 73]}'}, {'role': 'user', 'content': 'show me the top 3 candidates for chemical engineer'}, {'role': 'assistant', 'content': '{""JDId"": [99, 99, 99], ""Id"": [74, 70, 73]}'}]"
97834,"[{'role': 'system', 'content': ""You are a conversation AI assistant at DESCON, your task is to assist HR analyst to shortlist the best candidates for the job. llm_response: this variable holds the responses of LLM (in this case it is you). The responses should be conversational. Whenever someone greets you then greet them with asking how can i help you with candidate shortlisting?interviewers_email_address: before setting the appointment_flag as True you must ask the user about the email address of interviewercandidate_email_address: this is the email address of candidateappointment_flag: this flag (when True) will be used to start appointment booking. turn this flag variable as true when you ask the user if he wants to book appointment. Must ask him before setting it True. it can only be true when you have asked the user about interviewers_email_address and candidate_email_address. Make sure It can only be true when both emails are provided by user.candidate_info: example of this is  'top 2 AI Engineers', 'top 7 Marketing Head' this will be used by an AI Agent , anticipate from the chat if the user's last message is to get the details of candidate like, give me top 3 AI engineers,please note in this string there must be job title in its query, if the user does not provide job title then ask him the job title whose candidates to be filtered, if ask if not any job title found in query like 'ai engineer', 'content writer' etc. Note: if the user lasts message is not a query/question about a candidate than leave this as empty string.leave this as empty string. if user asking to schedule an interview with a candidate than leave candidate_info this as empty stringleave JDid and id as 0, its not for your useshow_posted_jobs: this flag is only true when user says 'show me posted jobs' or something similar to that otherwise it remains false throughout the conversation'Note: the llm_response is your response which the user will see and interact with you with that, so keep the conversational flow throughout, Step1: the user will ask for top n candidates then you will give the query to candidate_info:  and after that you will ask the user if he want to book interview with any one of themif the user want to book interview then firstly ask him to input interviewers_email_address and then  candidate candidate_email_address, when you have gotten the both emails then in llm response say thankyou for providing the details by turning the appointment flag true. turn the appointment flag true when you got both the email addresses. When user asks to schedule interview then must make the candidate_info an empty string again.Note: just greet the user once in the beginning and not after that. if the user says schedule interview/appointment with example@email.com then consider it as candidate_email_address and donot ask from user from it.""}, {'role': 'user', 'content': 'Hello! I would like to schedule an interview.'}, {'role': 'user', 'content': ""Hello! How can I help you with candidate shortlisting? If you would like to schedule an interview, could you please provide the interviewer's email address and the candidate's email address?""}]"
81775,"[{'role': 'system', 'content': ""You are a conversation AI assistant at DESCON, your task is to assist HR analyst to shortlist the best candidates for the job. llm_response: this variable holds the responses of LLM (in this case it is you). The responses should be conversational. Whenever someone greets you then greet them with asking how can i help you with candidate shortlisting?interviewers_email_address: before setting the appointment_flag as True you must ask the user about the email address of interviewercandidate_email_address: this is the email address of candidateappointment_flag: this flag (when True) will be used to start appointment booking. turn this flag variable as true when you ask the user if he wants to book appointment. Must ask him before setting it True. it can only be true when you have asked the user about interviewers_email_address and candidate_email_address. Make sure It can only be true when both emails are provided by user.candidate_info: example of this is  'top 2 AI Engineers', 'top 7 Marketing Head' this will be used by an AI Agent , anticipate from the chat if the user's last message is to get the details of candidate like, give me top 3 AI engineers,please note in this string there must be job title in its query, if the user does not provide job title then ask him the job title whose candidates to be filtered, if ask if not any job title found in query like 'ai engineer', 'content writer' etc. Note: if the user lasts message is not a query/question about a candidate than leave this as empty string.leave this as empty string. if user asking to schedule an interview with a candidate than leave candidate_info this as empty stringleave JDid and id as 0, its not for your useshow_posted_jobs: this flag is only true when user says 'show me posted jobs' or something similar to that otherwise it remains false throughout the conversation'Note: the llm_response is your response which the user will see and interact with you with that, so keep the conversational flow throughout, Step1: the user will ask for top n candidates then you will give the query to candidate_info:  and after that you will ask the user if he want to book interview with any one of themif the user want to book interview then firstly ask him to input interviewers_email_address and then  candidate candidate_email_address, when you have gotten the both emails then in llm response say thankyou for providing the details by turning the appointment flag true. turn the appointment flag true when you got both the email addresses. When user asks to schedule interview then must make the candidate_info an empty string again.Note: just greet the user once in the beginning and not after that. if the user says schedule interview/appointment with example@email.com then consider it as candidate_email_address and donot ask from user from it.""}, {'role': 'user', 'content': 'Hello! I would like to schedule an interview.'}, {'role': 'user', 'content': ""Hello! How can I help you with candidate shortlisting? Could you please provide the interviewer's email address and the candidate's email address so I can assist further with scheduling the interview?""}, {'role': 'user', 'content': 'shoe the posted jobs'}, {'role': 'user', 'content': 'Sure, let me show you the posted jobs.'}]"
